FID,省份,贫困县名,X,Y,地址类型,脱贫时间
0,安徽,砀山县,116.360406,34.443554,区县,2019年4月29日正式退出
1,安徽,阜南县,115.5907159,32.66044559,区县,2020年4月29日正式退出
2,安徽,霍邱县,116.2727635,32.35509946,区县,2020年4月29日正式退出
3,安徽,金寨县,115.928898,31.72937673,区县,2020年4月29日正式退出
4,安徽,利辛县,116.1795981,33.15117522,区县,2019年4月29日正式退出
5,安徽,临泉县,115.2554418,33.0421347,区县,2020年4月29日正式退出
6,安徽,灵璧县,117.5524648,33.54374142,区县,2019年4月29日正式退出
7,安徽,潜山市,116.5761419,30.63369252,区县,2019年4月29日正式退出
8,安徽,石台县,117.4805553,30.21265397,区县,2020年4月29日正式退出
9,安徽,寿县,116.7937366,32.55781923,区县,2019年4月29日正式退出
10,安徽,舒城县,116.9438679,31.46414473,区县,2019年4月29日正式退出
11,安徽,泗县,117.904603,33.48469649,区县,2019年4月29日正式退出
12,安徽,宿松县,116.1237357,30.15615171,区县,2019年4月29日正式退出
13,安徽,太湖县,116.3038848,30.45651863,区县,2020年4月29日正式退出
14,安徽,望江县,116.6890077,30.12686467,区县,2020年4月29日正式退出
15,安徽,萧县,116.9416201,34.1900629,区县,2020年4月29日正式退出
16,安徽,颍东区,115.8517377,32.91376185,区县,2020年4月29日正式退出
17,安徽,颍上县,116.2517466,32.65495066,区县,2019年4月29日正式退出
18,安徽,裕安区,116.4747836,31.73974769,区县,2019年4月29日正式退出
19,安徽,岳西县,116.3547526,30.85155509,区县,2018年8月17日正式退出
20,甘肃,安定区,104.6073616,35.58015743,区县,2020年3月3日正式退出
21,甘肃,成县,105.7381003,33.75212666,区县,2019年4月29日正式退出
22,甘肃,宕昌县,104.3901726,34.04860082,区县,2020年11月21日正式退出
23,甘肃,迭部县,103.2198376,34.05748515,区县,2019年4月29日正式退出
24,甘肃,东乡县,116.5983327,28.2515913,区县,2020年11月21日正式退出
25,甘肃,甘谷县,105.3321939,34.73327022,区县,2019年4月29日正式退出
26,甘肃,皋兰县,103.9446023,36.33239145,区县,2018年10月10日正式退出
27,甘肃,古浪县,102.8951836,37.46983095,区县,2020年3月3日正式退出
28,甘肃,广河县,103.5737887,35.48852661,区县,2020年3月3日正式退出
29,甘肃,合水县,108.0150823,35.81924222,区县,2020年3月3日正式退出
30,甘肃,合作市,102.9092768,35.00131874,区县,2018年10月10日正式退出
31,甘肃,和政县,103.3485336,35.42496945,区县,2020年3月3日正式退出
32,甘肃,华池县,107.9851253,36.46135496,区县,2020年3月3日正式退出
33,甘肃,环县,107.3030159,36.56832874,区县,2020年3月3日正式退出
34,甘肃,徽县,103.3864421,35.66376977,区县,2019年4月29日正式退出
35,甘肃,会宁县,105.0494285,35.69296934,区县,2020年3月3日正式退出
36,甘肃,积石山县,102.8742577,35.71810799,区县,2020年3月3日正式退出
37,甘肃,泾川县,107.3629676,35.33304726,区县,2019年4月29日正式退出
38,甘肃,景泰县,104.0601596,37.1807906,区县,2019年4月29日正式退出
39,甘肃,靖远县,104.6731201,36.57132431,区县,2020年3月3日正式退出
40,甘肃,静宁县,105.7279862,35.52239584,区县,2020年3月3日正式退出
41,甘肃,康乐县,103.706571,35.37067377,区县,2020年3月3日正式退出
42,甘肃,康县,105.6054119,33.33108762,区县,2020年3月3日正式退出
43,甘肃,崆峒区,106.6707467,35.54294761,区县,2018年10月10日正式退出
44,甘肃,礼县,105.1734393,34.1904478,区县,2020年11月21日正式退出
45,甘肃,两当县,106.3008805,33.91042876,区县,2018年10月10日正式退出
46,甘肃,临潭县,103.3515621,34.69380988,区县,2020年3月3日正式退出
47,甘肃,临洮县,103.8566783,35.39556947,区县,2020年3月3日正式退出
48,甘肃,临夏市,103.2407659,35.60448523,区县,2018年10月10日正式退出
49,甘肃,临夏县,103.2407659,35.60448523,区县,2020年11月21日正式退出
50,甘肃,灵台县,107.6163453,35.06635311,区县,2019年4月29日正式退出
51,甘肃,陇西县,104.6323386,35.00496076,区县,2020年3月3日正式退出
52,甘肃,碌曲县,102.4862337,34.5921176,区县,2019年4月29日正式退出
53,甘肃,玛曲县,102.0700464,33.99906154,区县,2019年4月29日正式退出
54,甘肃,麦积区,105.8852115,34.57209373,区县,2020年3月3日正式退出
55,甘肃,岷县,104.0343817,34.43943185,区县,2020年11月21日正式退出
56,甘肃,宁县,107.9233599,35.50273281,区县,2020年3月3日正式退出
57,甘肃,秦安县,105.6711605,34.86022957,区县,2020年3月3日正式退出
58,甘肃,清水县,106.1327371,34.74919332,区县,2020年3月3日正式退出
59,甘肃,庆城县,107.8773111,36.01572968,区县,2020年3月3日正式退出
60,甘肃,天祝县,103.1395962,36.97155803,区县,2020年3月3日正式退出
61,甘肃,通渭县,105.2383966,35.21156679,区县,2020年11月21日正式退出
62,甘肃,渭源县,104.2123951,35.13744202,区县,2020年3月3日正式退出
63,甘肃,文县,104.6802966,32.94595387,区县,2020年3月3日正式退出
64,甘肃,武都区,104.9231082,33.39425527,区县,2020年3月3日正式退出
65,甘肃,武山县,104.8880911,34.72277954,区县,2019年4月29日正式退出
66,甘肃,西和县,105.2973556,34.01263092,区县,2020年11月21日正式退出
67,甘肃,夏河县,102.5203245,35.20329027,区县,2019年4月29日正式退出
68,甘肃,永登县,103.2576969,36.73636439,区县,2019年4月29日正式退出
69,甘肃,永靖县,103.2836897,35.95763046,区县,2020年3月3日正式退出
70,甘肃,榆中县,104.110196,35.84318857,区县,2019年4月29日正式退出
71,甘肃,张家川县,106.2008492,34.98945399,区县,2020年3月3日正式退出
72,甘肃,漳县,104.4691987,34.84949266,区县,2020年3月3日正式退出
73,甘肃,镇原县,107.1961742,35.67763291,区县,2020年11月21日正式退出
74,甘肃,正宁县,108.355078,35.4921106,区县,2018年10月10日正式退出
75,甘肃,舟曲县,104.3682213,33.78627527,区县,2020年3月3日正式退出
76,甘肃,庄浪县,106.0317884,35.20295795,区县,2020年3月3日正式退出
77,甘肃,卓尼县,103.5046766,34.59055848,区县,2019年4月29日正式退出
78,广西,巴马瑶族自治县,107.2559661,24.1439199,区县,2020年5月11日正式退出
79,广西,大化瑶族自治县,107.9939779,23.73916698,区县,2020年11月20日正式退出
80,广西,大新县,107.1970221,22.83320896,区县,2019年4月24日正式退出
81,广西,德保县,106.6116206,23.32614801,区县,2020年5月11日正式退出
82,广西,东兰县,107.3697142,24.51356154,区县,2020年5月11日正式退出
83,广西,都安瑶族自治县,108.1007927,23.93364198,区县,2020年11月20日正式退出
84,广西,凤山县,107.0379521,24.54972106,区县,2020年5月11日正式退出
85,广西,富川县,111.2728059,24.81718192,区县,2019年4月24日正式退出
86,广西,环江毛南族自治县,108.2570525,24.82773503,政府机构,2020年5月11日正式退出
87,广西,金秀县,110.1844616,24.13302914,区县,2019年4月24日正式退出
88,广西,靖西县,106.4143311,23.13655295,区县,2020年5月11日正式退出
89,广西,乐业县,106.5535484,24.77999205,区县,2020年11月20日正式退出
90,广西,凌云县,106.5585755,24.35075899,区县,2020年5月11日正式退出
91,广西,龙胜县,108.3239966,22.81805267,省份,2019年4月24日正式退出
92,广西,龙州县,106.8504742,22.34564643,区县,2018年8月17日正式退出
93,广西,隆安县,107.6919868,23.16866003,区县,2020年5月11日正式退出
94,广西,隆林各族自治县,105.3407303,24.77343265,区县,2020年11月20日正式退出
95,广西,罗城仫佬族自治县,108.9010449,24.78050637,区县,2020年11月20日正式退出
96,广西,马山县,108.1729319,23.71076791,区县,2020年5月11日正式退出
97,广西,那坡县,105.8297571,23.39026594,区县,2020年11月20日正式退出
98,广西,宁明县,107.0729893,22.14266483,区县,2019年4月24日正式退出
99,广西,融安县,109.3933406,25.22738629,区县,2020年5月11日正式退出
100,广西,融水苗族自治县,109.2516192,25.06928322,区县,2020年11月20日正式退出
101,广西,三江侗族自治县,109.6036502,25.78632796,区县,2020年11月20日正式退出
102,广西,上林县,108.6012457,23.43501671,区县,2020年5月11日正式退出
103,广西,天等县,107.1389313,23.08390178,区县,2020年5月11日正式退出
104,广西,田东县,107.12189,23.59967398,区县,2019年4月24日正式退出
105,广西,田林县,106.2245145,24.29738008,区县,2020年5月11日正式退出
106,广西,田阳县,106.9114083,23.73855172,区县,2019年4月24日正式退出
107,广西,西林县,105.0909374,24.49236445,区县,2019年4月24日正式退出
108,广西,忻城县,108.6621083,24.06908276,区县,2020年5月11日正式退出
109,广西,昭平县,110.8063149,24.17226511,区县,2020年5月11日正式退出
110,广西,资源县,110.6473897,26.04563773,区县,2019年4月24日正式退出
111,贵州,安龙县,105.439604,25.10086896,区县,2019年4月24日正式退出
112,贵州,碧江区,109.1764109,27.69385296,区县,2018年9月21日正式退出
113,贵州,册亨县,104.9098345,25.09578503,餐饮,2020年3月3日正式退出
114,贵州,岑巩县,108.8118285,27.17725619,区县,2020年3月3日正式退出
115,贵州,长顺县,106.4482256,26.02530628,区县,2020年3月3日正式退出
116,贵州,赤水市,104.9035338,25.09100897,城市,2017年11月1日正式退出
117,贵州,从江县,108.9009899,25.75741887,区县,2020年11月22日正式退出
